date,open,high,low,close,volume
1997-06-04,8.7721,8.7858,8.7435,8.7435,9100
1997-06-05,8.7435,8.7435,8.6864,8.6864,4300
1997-06-06,8.6864,8.7721,8.6864,8.7584,19900
1997-06-09,8.915,9.0441,8.915,9.0441,37700
1997-06-10,9.0441,9.1436,9.0441,9.115,43400
1997-06-11,9.115,9.115,9.115,9.115,4300
1997-06-12,9.1573,9.2007,9.1573,9.1722,20300
1997-06-13,9.3436,9.3436,9.3013,9.315,18200
1997-06-16,9.115,9.115,9.115,9.115,6500
1997-06-17,8.915,9.0007,8.915,9.0007,11700
1997-06-18,8.8578,8.915,8.8578,8.915,5200
1997-06-19,9.0007,9.0293,8.9436,9.0293,28200
1997-06-20,8.8864,8.8864,8.8007,8.8578,9100
1997-06-23,8.8007,8.9721,8.8007,8.9721,9900
1997-06-24,8.9721,8.9721,8.9436,8.9436,4300
1997-06-25,9.1722,9.2579,9.1722,9.1722,26900
1997-06-26,9.315,9.4579,9.2864,9.3722,6000
1997-06-27,9.315,9.3585,9.2864,9.3585,6500
1997-06-30,9.1436,9.1436,9.0579,9.1001,11200
1997-07-01,9.2579,9.315,9.2579,9.315,3000
1997-07-02,9.315,9.3722,9.315,9.3287,12500
1997-07-03,9.8293,9.8293,9.7151,9.7151,11200
1997-07-07,9.4865,9.5436,9.4865,9.5436,8200
1997-07-08,9.515,9.515,9.4865,9.4865,6900
1997-07-09,9.5436,9.5436,9.4865,9.5013,5200
1997-07-10,9.5013,9.5013,9.5013,9.5013,0
1997-07-11,9.4865,9.4865,9.4007,9.4579,13400
1997-07-14,9.515,9.5436,9.4007,9.4007,19000
1997-07-15,9.6865,9.6865,9.5722,9.6293,8200
1997-07-16,9.8156,9.9299,9.8156,9.9151,35500
1997-07-17,9.9436,9.9436,9.8934,9.8934,2600
1997-07-18,9.8934,9.8934,9.7436,9.7436,10400
1997-07-21,9.4865,9.5436,9.4865,9.5436,5600
1997-07-22,9.5722,9.8293,9.5722,9.8293,10800
1997-07-23,9.9299,9.9299,9.8293,9.8579,3400
1997-07-24,9.6865,9.6865,9.6008,9.6008,9500
1997-07-25,9.4293,9.5436,9.4293,9.4579,8200
1997-07-28,9.3436,9.3436,9.187,9.2579,49000
1997-07-29,9.2579,9.3367,9.1436,9.3367,10800
1997-07-30,9.4865,9.6728,9.4865,9.6579,9100
1997-07-31,9.7151,9.7151,9.5722,9.6865,14300
1997-08-01,9.7722,9.8293,9.7722,9.7722,17300
1997-08-04,9.6008,9.6865,9.6008,9.6865,3900
1997-08-05,9.5299,9.6293,9.4865,9.6008,9900
1997-08-06,9.6728,9.7436,9.6728,9.7436,7800
1997-08-07,10.5151,10.5151,10.3437,10.4008,32100
1997-08-08,10.2294,10.2865,10.1722,10.2294,2600
1997-08-11,10.3437,10.3437,10.258,10.258,6500
1997-08-12,10.3722,10.3871,10.3288,10.3437,16000
1997-08-13,10.2008,10.2157,10.2008,10.2157,2600
1997-08-14,10.2294,10.2865,10.2008,10.258,11200
1997-08-15,10.3437,10.3437,10.3437,10.3437,800
1997-08-18,10.2431,10.258,10.2431,10.258,1300
1997-08-19,10.2431,10.258,10.2294,10.258,6000
1997-08-20,10.4193,10.5636,10.3904,10.5636,36400
1997-08-21,10.5059,10.5128,10.5059,10.5128,22100
1997-08-22,10.4193,10.4193,10.3038,10.3038,21700
1997-08-25,10.4481,10.5347,10.4481,10.5059,7300
1997-08-26,10.5636,10.5636,10.5059,10.5059,2100
1997-08-27,10.5059,10.5924,10.477,10.5924,3400
1997-08-28,10.5059,10.5924,10.5059,10.5347,7800
1997-08-29,10.5059,10.5636,10.5059,10.5347,3000
1997-09-02,10.6213,10.6213,10.5924,10.5924,6900
1997-09-03,10.679,10.7079,10.679,10.7079,5600
1997-09-04,10.5924,10.6502,10.5924,10.6502,47300
1997-09-05,10.7945,10.8811,10.7945,10.8522,27700
1997-09-08,10.8522,10.8522,10.679,10.7945,72900
1997-09-09,10.6502,10.7945,10.6502,10.7368,26900
1997-09-10,10.6213,10.7945,10.5636,10.694,68500
1997-09-11,10.5059,10.6213,10.5059,10.5636,10400
1997-09-12,10.7079,10.7945,10.7079,10.7945,11200
1997-09-15,10.7368,10.8522,10.7368,10.8522,7800
1997-09-16,10.9388,11.1985,10.9388,11.1408,13000
1997-09-17,11.1985,11.1985,11.1408,11.1985,3400
1997-09-18,11.4156,11.4872,11.3209,11.4652,12500
1997-09-19,11.5022,11.5022,11.4652,11.4733,3000
1997-09-22,11.5022,11.6315,11.5022,11.6315,3900
1997-09-23,11.5299,11.5449,11.4294,11.4433,95400
1997-09-24,11.4294,11.4872,11.4225,11.4225,6000
1997-09-25,11.4733,11.6892,11.4733,11.6892,26900
1997-09-26,12.353,12.4685,12.2376,12.2445,129700
1997-09-29,12.4685,12.4685,12.353,12.4108,63700
1997-09-30,12.4685,12.4973,12.4685,12.4685,16000
1997-10-01,12.6705,13.1612,12.6705,13.1323,56800
1997-10-02,13.3055,13.3494,13.1612,13.2478,34200
1997-10-03,12.5839,12.8148,12.5262,12.8148,17700
1997-10-06,12.4685,12.6417,12.4685,12.6417,13800
1997-10-07,12.6705,12.8726,12.6705,12.8575,16900
1997-10-08,12.8575,12.8575,12.3819,12.4685,19500
1997-10-09,12.1221,12.2815,12.1221,12.2815,50300
1997-10-10,12.2815,12.2815,12.2815,12.2815,2100
1997-10-13,12.2815,12.2815,12.2376,12.2815,4700
1997-10-14,12.2376,12.2514,12.2376,12.2514,2100
1997-10-15,12.2514,12.2953,12.2514,12.2953,1700
1997-10-16,12.3242,12.3242,12.3242,12.3242,800
1997-10-17,12.5839,12.5839,12.4108,12.4108,7300
1997-10-20,12.3958,12.4258,12.353,12.353,4300
1997-10-21,12.353,12.353,12.3092,12.3392,6500
1997-10-22,12.3392,12.3392,12.2376,12.2664,8600
1997-10-23,11.5449,11.7758,11.5449,11.7758,13800
1997-10-24,12.151,12.1799,11.8912,11.8912,24300
1997-10-27,11.5449,11.8335,11.5449,11.8335,39400
1997-10-28,11.0831,11.5449,11.0831,11.5449,40700
1997-10-29,11.6603,11.7758,11.4294,11.6603,55100
1997-10-30,11.5449,11.6603,11.5449,11.6315,9900
1997-10-31,11.7758,11.7758,11.6603,11.6603,8600
1997-11-03,11.8912,11.8912,11.8335,11.8335,4700
1997-11-04,11.8912,11.949,11.8912,11.949,2600
1997-11-05,12.0067,12.1649,12.0067,12.1649,4300
1997-11-06,12.1649,12.2087,12.1221,12.2087,6500
1997-11-07,11.7758,12.0067,11.6603,12.0067,10800
1997-11-10,12.0067,12.0217,11.9201,11.9201,7300
1997-11-11,11.8912,11.9201,11.8774,11.8774,14300
1997-11-12,11.8197,11.8335,11.7908,11.7908,9900
1997-11-13,11.7469,11.7469,11.6026,11.6026,13400
1997-11-14,11.5738,11.6315,11.516,11.516,3000
1997-11-17,11.7758,12.0067,11.6603,12.0067,24300
1997-11-18,12.0067,12.0067,11.7758,11.7758,21200
1997-11-19,11.7181,11.7758,11.6603,11.7758,7800
1997-11-20,11.5599,11.7758,11.4294,11.7758,6000
1997-11-21,11.4872,11.516,11.314,11.516,16900
1997-11-24,11.4294,11.4294,11.1408,11.1408,13400
1997-11-25,11.2563,11.4294,11.2563,11.4294,2100
1997-11-26,11.314,11.3567,11.2851,11.2851,9100
1997-11-28,11.2851,11.2851,11.2851,11.2851,2100
1997-12-01,11.1985,11.1985,11.1985,11.1985,800
1997-12-02,11.4433,11.5449,11.314,11.5449,33800
1997-12-03,11.5299,11.6603,11.516,11.6026,49900
1997-12-04,11.6603,11.7758,11.6315,11.7758,47300
1997-12-05,11.7469,11.8912,11.7181,11.8912,8200
1997-12-08,12.0644,12.0644,11.8912,11.949,16900
1997-12-09,12.2376,12.4685,12.2237,12.4108,39000
1997-12-10,12.4685,12.786,12.4685,12.6994,47300
1997-12-11,12.5989,12.5989,12.2953,12.353,28600
1997-12-12,12.4108,12.5262,12.4108,12.4685,9500
1997-12-15,12.7571,12.8876,12.7571,12.7571,12100
1997-12-16,13.2189,13.3055,13.2189,13.3055,4700
1997-12-17,13.1612,13.1612,13.0457,13.0457,4300
1997-12-18,12.8726,12.8726,12.8148,12.8148,5200
1997-12-19,12.4685,12.5839,12.4108,12.4108,11200
1997-12-22,12.5262,12.5262,12.353,12.4108,11700
1997-12-23,12.353,12.5262,12.353,12.353,34200
1997-12-24,12.2376,12.2376,12.2376,12.2376,5600
1997-12-26,12.2376,12.2376,12.2376,12.2376,7800
1997-12-29,12.4108,12.4685,12.353,12.4685,6900
1997-12-30,12.4396,12.4973,12.4396,12.4973,1700
1997-12-31,12.3819,12.6128,12.3819,12.6059,17300
1998-01-02,12.6417,12.6417,12.5262,12.6417,6500
1998-01-05,12.4108,12.6417,12.4108,12.5481,36400
1998-01-06,12.5839,12.6128,12.5839,12.5839,1700
1998-01-07,12.6417,12.7352,12.6417,12.7352,4300
1998-01-08,12.7433,12.7571,12.7433,12.7571,4300
1998-01-09,12.5262,12.5262,12.2376,12.2376,27700
1998-01-12,11.8912,11.8982,11.8197,11.8197,10800
1998-01-13,12.136,12.136,12.0425,12.0425,4700
1998-01-14,12.3819,12.5839,12.3819,12.4685,8200
1998-01-15,12.7571,12.8726,12.7571,12.7571,9900
1998-01-16,13.1612,13.3632,13.1612,13.2189,35100
1998-01-20,12.8726,12.8726,12.8726,12.8726,1700
1998-01-21,12.6567,12.7282,12.6417,12.7282,8200
1998-01-22,12.6128,12.6128,12.4973,12.5839,8200
1998-01-23,12.8726,12.9591,12.8726,12.8726,5200
1998-01-26,12.8876,12.8876,12.8148,12.8726,89400
1998-01-27,12.8575,12.8575,12.7571,12.7571,2100
1998-01-28,13.3921,13.3921,13.2766,13.3344,30300
1998-01-29,13.4209,13.623,13.4209,13.623,5200
1998-01-30,13.623,13.9693,13.623,13.8539,40700
1998-02-02,13.9116,14.2291,13.9116,14.1136,9100
1998-02-03,14.1136,14.4888,14.1136,14.4311,9900
1998-02-04,14.5754,15.0084,14.5754,14.8929,6500
1998-02-05,15.11,15.11,14.7775,14.8352,36400
1998-02-06,14.4311,14.7197,14.4311,14.7197,6500
1998-02-09,14.5027,14.5027,14.3734,14.475,11700
1998-02-10,14.3734,14.4888,14.3445,14.4888,12500
1998-02-11,14.4888,14.5466,14.3734,14.4311,7800
1998-02-12,14.0848,14.1714,13.9116,14.1714,18200
1998-02-13,14.2291,14.2868,14.1425,14.1425,12500
1998-02-17,13.7673,13.7961,13.7096,13.7096,10400
1998-02-18,13.6807,13.7026,13.6668,13.6668,19500
1998-02-19,13.8827,14.1425,13.8827,13.9116,54200
1998-02-20,13.9982,13.9982,13.9405,13.9693,11200
1998-02-23,14.2579,14.5466,14.2579,14.3157,14300
1998-02-24,14.2291,14.2579,14.2291,14.2579,5200
1998-02-25,14.6852,14.6852,14.3927,14.4371,39400
1998-02-26,14.3927,14.3927,14.0416,14.0416,51200
1998-02-27,13.8661,13.9831,13.8661,13.9246,18600
1998-03-02,13.8661,14.1434,13.8661,14.1001,10800
1998-03-03,14.1294,14.1294,13.8076,13.8076,17300
1998-03-04,13.5736,13.5736,13.5665,13.5665,4700
1998-03-05,13.2518,13.4858,13.2518,13.4858,5200
1998-03-06,13.5151,13.5736,13.398,13.5595,10400
1998-03-09,13.7339,14.0709,13.7339,14.0416,12100
1998-03-10,13.9246,14.0416,13.9246,14.0416,6900
1998-03-11,13.9539,13.9539,13.8953,13.9398,3900
1998-03-12,13.8953,13.9094,13.8661,13.8661,2600
1998-03-13,13.9831,14.0416,13.9831,13.9831,2600
1998-03-16,13.8661,14.0124,13.8661,14.0124,1300
1998-03-17,14.6559,14.6559,14.5097,14.5097,5600
1998-03-18,14.6852,14.7437,14.6267,14.7437,3000
1998-03-19,14.7729,14.7729,14.7729,14.7729,400
1998-03-20,14.7437,14.7437,14.7437,14.7437,1700
1998-03-23,14.1586,14.1586,14.0416,14.0416,9100
1998-03-24,14.1001,14.1001,14.1001,14.1001,800
1998-03-25,14.0557,14.2464,14.0557,14.1001,3900
1998-03-26,13.8076,13.9901,13.8076,13.9901,3900
1998-03-27,14.1001,14.1001,13.9539,14.0124,5200
1998-03-30,14.0709,14.1294,13.9831,13.9831,5600
1998-03-31,14.1001,14.2756,14.0416,14.2756,8200
1998-04-01,14.2171,14.2756,14.1001,14.2756,6000
1998-04-02,14.1586,14.3341,14.1586,14.3341,3400
1998-04-03,13.9246,13.9246,13.7491,13.7491,11200
1998-04-06,14.2756,14.3634,14.1879,14.3341,38600
1998-04-07,14.6852,14.7437,14.5682,14.6267,14300
1998-04-08,14.4079,14.5097,14.4079,14.4512,6500
1998-04-09,14.3341,14.5097,14.0416,14.5097,22500
1998-04-13,14.3927,14.5682,14.3927,14.5389,23000
1998-04-14,14.3927,14.3927,14.3341,14.3927,43400
1998-04-15,14.5389,14.5389,14.3927,14.4371,3400
1998-04-16,14.3341,14.5097,14.3049,14.5097,12500
1998-04-17,14.2171,14.2171,14.1586,14.1879,2600
1998-04-20,14.1879,14.2756,14.1586,14.2756,9100
1998-04-21,14.0416,14.0416,13.9246,14.0416,6500
1998-04-22,14.0124,14.1001,13.9316,14.0709,14700
1998-04-23,14.0124,14.0124,13.8076,13.8368,11200
1998-04-24,13.7935,13.8953,13.7935,13.8076,188300
1998-04-27,13.6906,13.7198,13.5736,13.6028,200000
1998-04-28,13.5736,13.5736,13.5736,13.5736,1700
1998-04-29,13.6906,13.8076,13.6906,13.8076,7800
1998-04-30,13.4565,13.9246,13.4565,13.9246,37700
1998-05-01,13.8076,13.9246,13.8076,13.9246,3900
1998-05-04,13.8076,14.0416,13.8076,13.9831,6500
1998-05-05,13.9831,13.9831,13.9246,13.9246,3000
1998-05-06,14.0416,14.0416,13.9246,13.9246,5600
1998-05-07,13.9246,13.9246,13.8661,13.8661,800
1998-05-08,13.6906,13.7491,13.6906,13.6906,5600
1998-05-11,13.7491,13.8076,13.6906,13.6906,18600
1998-05-12,13.5151,13.6906,13.5151,13.6906,4300
1998-05-13,13.6906,13.7491,13.5736,13.6906,14300
1998-05-14,13.4273,13.5736,13.4273,13.5151,6500
1998-05-15,13.2225,13.3395,13.2225,13.2225,5600
1998-05-18,12.5789,12.71,12.5567,12.71,17300
1998-05-19,12.8715,12.8715,12.696,12.813,16000
1998-05-20,12.7545,12.8715,12.7545,12.8715,17300
1998-05-21,13.0915,13.3395,13.0915,13.3395,12500
1998-05-22,12.93,13.1055,12.93,13.1055,9900
1998-05-26,13.047,13.164,13.047,13.164,3400
1998-05-27,12.8422,12.8422,12.696,12.813,4700
1998-05-28,12.7545,12.7545,12.6375,12.7545,8600
1998-05-29,12.5637,12.7545,12.5204,12.6515,19900
1998-06-01,12.6375,12.8715,12.6375,12.8422,23000
1998-06-02,12.7545,12.8715,12.7545,12.8422,5200
1998-06-03,12.7545,12.9885,12.7545,12.8715,31200
1998-06-04,12.8715,12.8715,12.8715,12.8715,400
1998-06-05,12.7545,12.7837,12.7252,12.7837,37700
1998-06-08,13.0763,13.3395,13.0763,13.3395,35500
1998-06-09,13.6613,13.6613,13.4858,13.4858,8600
1998-06-10,13.3103,13.384,13.2225,13.384,26000
1998-06-11,13.2225,13.2225,13.1055,13.15,4300
1998-06-12,12.7545,12.8715,12.7545,12.8715,12500
1998-06-15,12.8715,12.8855,12.8715,12.8855,11200
1998-06-16,12.9592,13.0177,12.9007,12.9885,22500
1998-06-17,13.164,13.3395,13.164,13.2377,11200
1998-06-18,13.398,13.5151,13.2225,13.2225,7800
1998-06-19,13.398,13.4565,13.398,13.4565,1300
1998-06-22,13.3688,13.3688,13.3103,13.3395,7800
1998-06-23,13.2377,13.3395,13.2225,13.2377,3900
1998-06-24,13.398,13.398,13.281,13.3395,67200
1998-06-25,13.4565,13.4565,13.4565,13.4565,9100
1998-06-26,13.4273,13.5736,13.4273,13.4858,8600
1998-06-29,13.5736,13.6321,13.5151,13.6321,9500
1998-06-30,13.5443,13.5443,13.4565,13.4565,5600
1998-07-01,13.4565,13.501,13.4565,13.4565,8200
1998-07-02,13.3395,13.5151,13.3395,13.5151,6000
1998-07-06,13.2225,13.281,13.164,13.281,13800
1998-07-07,13.3395,13.3395,13.2518,13.2518,2600
1998-07-08,13.398,13.398,13.281,13.3395,6000
1998-07-09,13.6906,13.6906,13.6906,13.6906,800
1998-07-10,13.8076,13.8076,13.6906,13.7783,2600
1998-07-13,13.9094,14.0276,13.9094,13.9691,5200
1998-07-14,14.2756,14.5974,14.2756,14.5097,33800
1998-07-15,14.5097,14.6267,14.4652,14.4956,19000
1998-07-16,14.5682,14.5682,14.5682,14.5682,800
1998-07-17,14.7729,15.0362,14.7729,15.0362,14300
1998-07-20,14.8315,14.8315,14.6852,14.7437,23000
1998-07-21,14.5097,14.5097,14.2756,14.2756,9100
1998-07-22,14.3049,14.3049,13.9246,14.0416,13800
1998-07-23,13.9094,13.9094,13.7491,13.8076,10800
1998-07-24,13.7631,13.7631,13.7631,13.7631,800
1998-07-27,13.7491,13.7491,13.6028,13.6098,10400
1998-07-28,13.4636,13.5443,13.398,13.398,10400
1998-07-29,13.6754,13.6754,13.398,13.5736,29500
1998-07-30,13.6906,13.7783,13.6321,13.6906,14300
1998-07-31,13.6321,13.6321,13.3395,13.3395,14300
1998-08-03,13.0915,13.0915,12.93,12.93,8600
1998-08-04,13.4565,13.5151,12.7545,12.7545,193500
1998-08-05,12.7545,12.9592,12.7545,12.8715,31200
1998-08-06,12.5204,12.5204,12.4327,12.4327,4700
1998-08-07,12.696,12.8422,12.696,12.8422,6000
1998-08-10,12.696,12.696,12.696,12.696,2600
1998-08-11,12.2864,12.2934,12.2864,12.2864,7300
1998-08-12,12.5204,12.5204,12.4034,12.4034,6900
1998-08-13,11.8617,12.0524,11.8617,12.0524,9900
1998-08-14,12.1694,12.1694,11.8184,11.8184,4700
1998-08-17,11.5843,11.5843,11.4673,11.5399,6000
1998-08-18,11.9354,12.1694,11.9354,12.1694,6000
1998-08-19,12.5201,12.6525,12.4598,12.5639,263000
1998-08-20,12.416,12.7708,12.416,12.7708,8600
1998-08-21,12.1204,12.1204,11.8839,11.9431,6500
1998-08-24,11.9431,11.9431,11.5363,11.5363,14300
1998-08-25,12.2387,12.2978,11.9431,11.9501,14700
1998-08-26,11.9135,11.9135,11.5883,11.5883,8200
1998-08-27,11.4109,11.5883,11.3518,11.3589,39900
1998-08-28,11.2478,11.2478,10.9971,10.9971,45500
1998-08-31,10.9675,10.9675,10.6281,10.6281,25600
1998-09-01,10.7606,10.7606,10.4058,10.7014,34200
1998-09-02,10.3467,10.4874,10.2438,10.2876,46000
1998-09-03,9.4894,9.6514,9.4598,9.6514,7800
1998-09-04,9.8146,9.8146,9.2233,9.2233,17700
1998-09-08,10.1398,10.4579,10.1398,10.2651,37300
1998-09-09,10.2947,10.2947,10.1693,10.1918,2100
1998-09-10,9.4598,9.9328,9.4598,9.9328,19000
1998-09-11,8.9868,9.4598,8.8686,9.4598,65500
1998-09-14,8.9868,9.046,8.7645,8.9277,23000
1998-09-15,8.5139,8.7504,8.5139,8.573,36400
1998-09-16,8.9868,8.9868,8.8686,8.9868,10800
1998-09-17,8.8686,8.8757,8.8686,8.8757,7300
1998-09-18,9.001,9.046,8.8686,8.8686,9500
1998-09-21,8.6912,8.8095,8.6321,8.8095,12100
1998-09-22,8.8686,8.8982,8.7504,8.8982,2100
1998-09-23,8.8982,9.1051,8.6617,9.1051,31200
1998-09-24,8.4843,8.6321,8.4843,8.6321,4700
1998-09-25,8.0409,8.3365,8.0113,8.3365,32100
1998-09-28,8.3365,8.3956,8.0409,8.0409,21200
1998-09-29,8.0409,8.2182,8.0409,8.1591,20300
1998-09-30,7.9817,8.1,7.8044,7.8044,172200
1998-10-01,7.0949,7.4496,7.0949,7.3467,35500
1998-10-02,6.9766,7.154,6.9033,7.154,63700
1998-10-05,7.154,7.2131,7.0358,7.0949,101500
1998-10-06,7.5679,7.6861,7.3976,7.4047,79400
1998-10-07,7.7015,8.0551,7.7015,7.9522,52500
1998-10-08,7.7606,7.8044,7.5679,7.8044,17700
1998-10-09,7.8635,8.0409,7.8044,8.0409,11700
1998-10-12,8.3814,8.5139,8.2774,8.5139,4300
1998-10-13,8.6321,8.6321,8.3956,8.3956,3900
1998-10-14,8.2182,8.3956,8.1745,8.1745,5600
1998-10-15,8.3731,8.7504,8.3731,8.7504,8600
1998-10-16,8.9573,9.2233,8.9573,9.1051,20800
1998-10-19,9.2825,9.4303,9.2825,9.312,25600
1998-10-20,9.9033,10.0806,9.7555,9.7555,65100
1998-10-21,10.1102,10.2285,10.0357,10.0511,48600
1998-10-22,10.2876,10.2876,10.0582,10.1469,94600
1998-10-23,9.992,10.0511,9.992,10.0511,5200
1998-10-26,10.31,10.5241,10.31,10.4649,13800
1998-10-27,10.4803,10.5832,10.4803,10.5241,10800
1998-10-28,9.9991,10.0511,9.9033,10.0511,70700
1998-10-29,9.8737,9.992,9.8737,9.8737,4300
1998-10-30,10.3467,10.3763,10.2285,10.3763,9100
1998-11-02,10.258,10.4058,10.1693,10.1693,10400
1998-11-03,10.2876,10.4649,10.2285,10.4649,6500
1998-11-04,10.4058,10.5241,10.3018,10.3018,4300
1998-11-05,10.1989,10.2876,10.1693,10.2876,6000
1998-11-06,9.8737,10.0511,9.785,10.0511,12100
1998-11-09,9.7259,9.7259,9.474,9.6668,29000
1998-11-10,9.6668,9.785,9.4303,9.6372,8200
1998-11-11,9.6963,9.6963,9.5781,9.5781,2600
1998-11-12,9.4598,9.5781,9.4598,9.5781,1300
1998-11-13,9.5781,9.6372,9.5781,9.5781,5200
1998-11-16,9.8217,10.0806,9.7105,9.9482,26000
1998-11-17,9.8737,9.9328,9.8146,9.9328,3400
1998-11-18,9.7034,9.8075,9.5781,9.8075,8200
1998-11-19,9.992,10.1693,9.6963,9.6963,31200
1998-11-20,10.4058,10.6423,10.2876,10.6423,34200
1998-11-23,10.8634,11.0266,10.8634,10.9971,5200
1998-11-24,11.4701,11.7066,11.3885,11.4109,14300
1998-11-25,11.4996,11.4996,11.2336,11.3518,6500
1998-11-27,10.9675,11.1744,10.7901,10.9084,33400
1998-11-30,11.0195,11.1744,10.9379,10.99,25100
1998-12-01,10.2285,10.6423,10.1989,10.517,39400
1998-12-02,10.5383,10.5383,9.9328,10.1693,235600
1998-12-03,10.4649,10.4649,10.258,10.2876,15600
1998-12-04,10.6423,10.6423,10.2876,10.2876,56800
1998-12-07,10.2805,10.4058,10.2805,10.3018,15100
1998-12-08,10.2876,10.2876,10.0806,10.1693,9900
1998-12-09,9.8441,10.1693,9.8441,10.1398,5200
1998-12-10,10.3325,10.4058,10.2438,10.4058,8200
1998-12-11,9.8737,9.8808,9.8737,9.8808,5600
1998-12-14,9.7555,9.7555,9.6963,9.6963,3900
1998-12-15,9.4007,9.4598,9.2233,9.4598,6900
1998-12-16,9.6963,9.7401,9.5615,9.6963,139700
1998-12-17,9.8146,9.9257,9.6963,9.9257,18200
1998-12-18,10.0511,10.096,9.9328,10.0511,12100
1998-12-21,10.5832,10.7606,10.5241,10.6423,19000
1998-12-22,10.6352,10.6352,10.5241,10.5241,3400
1998-12-23,10.6423,10.6423,10.4058,10.5241,5600
1998-12-24,10.5536,10.5536,10.5241,10.5241,3400
1998-12-28,10.5832,10.7606,10.5241,10.6423,9500
1998-12-29,10.6719,10.7901,10.5241,10.5241,6900
1998-12-30,10.5087,10.5087,10.1693,10.2876,2600
1998-12-31,10.2876,10.7606,10.2876,10.6423,13000
1999-01-04,10.3325,10.4058,10.1693,10.2876,18600
1999-01-05,10.5087,10.6423,10.4058,10.4058,8600
1999-01-06,11.0999,11.5883,11.0999,11.3518,34700
1999-01-07,11.1744,11.4109,11.1153,11.3518,5200
1999-01-08,11.4701,11.4701,11.1744,11.3967,22100
1999-01-11,11.0562,11.1153,10.9379,10.9379,5200
1999-01-12,10.9084,10.9971,10.8493,10.9379,12500
1999-01-13,10.5241,10.5241,10.5241,10.5241,7800
1999-01-14,10.6423,10.6423,10.2876,10.2876,3400
1999-01-15,10.2876,10.5832,10.2876,10.5241,10800
1999-01-19,11.2336,11.2336,11.0562,11.0562,9100
1999-01-20,11.1898,11.1898,11.0562,11.0562,13000
1999-01-21,11.1449,11.3518,11.1153,11.3518,17300
1999-01-22,10.9379,11.1744,10.8788,10.8788,10800
1999-01-25,10.7901,10.8717,10.7677,10.7677,13000
1999-01-26,10.6423,10.8788,10.4058,10.5087,82800
1999-01-27,10.4058,10.4058,10.0511,10.1693,94600
1999-01-28,10.3018,10.3171,10.2285,10.2876,168300
1999-01-29,10.4945,10.6423,10.3467,10.4945,58100
1999-02-01,10.8788,10.9971,10.6423,10.6423,25600
1999-02-02,11.0266,11.1898,10.9226,11.0562,7800
1999-02-03,11.0042,11.2785,10.8788,11.1744,37300
1999-02-04,11.1898,11.2927,11.1153,11.2927,13400
1999-02-05,11.152,11.152,11.0266,11.1153,6500
1999-02-08,10.8197,10.8197,10.6423,10.731,8200
1999-02-09,10.5536,10.5536,10.4058,10.4058,3900
1999-02-10,10.4129,10.4129,10.3018,10.4058,3400
1999-02-11,10.8197,11.1153,10.8197,11.0042,29900
1999-02-12,11.8248,12.0613,11.5883,12.0613,86800
1999-02-16,12.7708,13.0073,12.6525,12.7708,51600
1999-02-17,12.7341,13.0073,12.5485,12.889,37700
1999-02-18,12.7554,13.0073,12.7554,12.7708,7300
1999-02-19,12.9553,13.1255,12.6525,12.7708,18200
1999-02-22,12.9482,12.9482,12.7708,12.889,27700
1999-02-23,13.2438,13.362,13.0073,13.1255,11200
1999-02-24,13.4541,13.5743,13.2211,13.4541,42500
1999-02-25,13.364,13.4469,13.2139,13.4397,70700
1999-02-26,13.0037,13.0337,12.9136,12.9736,23400
1999-03-01,12.9736,12.9736,12.9736,12.9736,800
1999-03-02,12.7934,12.9736,12.7334,12.8835,8200
1999-03-03,13.2439,13.274,13.0337,13.1839,8200
1999-03-04,13.4541,13.6343,13.4541,13.5142,89400
1999-03-05,13.6343,13.8145,13.5815,13.5815,13000
1999-03-08,13.9803,13.9803,13.5743,13.6343,89800
1999-03-09,13.6944,13.8145,13.5743,13.8145,21700
1999-03-10,13.8145,14.1148,13.8145,14.062,23800
1999-03-11,14.3851,14.9557,14.3851,14.8957,42900
1999-03-12,14.9557,14.9557,14.295,14.295,43400
1999-03-15,14.295,14.295,14.0548,14.1148,2100
1999-03-16,14.3695,14.6554,14.295,14.6554,17700
1999-03-17,14.6554,14.6554,14.295,14.295,7300
1999-03-18,13.8746,13.9491,13.8746,13.9491,13400
1999-03-19,13.9046,13.9046,13.8145,13.8746,12100
1999-03-22,13.8602,13.9346,13.7545,13.8746,13000
1999-03-23,13.7088,13.7845,13.5743,13.6043,25100
1999-03-24,13.2139,13.6944,13.2139,13.5743,14300
1999-03-25,13.5743,13.6271,13.334,13.4241,14700
1999-03-26,13.3941,13.5142,13.3941,13.507,7300
1999-03-29,13.2211,13.334,13.2139,13.274,16400
1999-03-30,13.4241,13.4241,13.334,13.334,2600
1999-03-31,13.8145,13.8145,13.7088,13.7088,6900
1999-04-01,14.3251,14.7755,14.3251,14.7755,71100
1999-04-05,14.7755,14.7755,14.295,14.5353,11200
1999-04-06,14.5653,14.5653,14.295,14.3323,14300
1999-04-07,14.9257,15.0014,14.8812,14.8812,10800
1999-04-08,15.0086,15.0086,14.7755,15.0086,16000
1999-04-09,14.8957,15.0014,14.7827,15.0014,20300
1999-04-12,15.0014,15.0086,14.9557,14.9557,5600
1999-04-13,14.9257,14.9858,14.8656,14.8656,15600
1999-04-14,15.196,15.196,14.8957,15.196,27700
1999-04-15,14.9557,14.9713,14.8957,14.8957,5600
1999-04-16,14.7755,14.8356,14.6554,14.8356,6900
1999-04-19,14.8056,15.0158,14.8056,14.9185,5600
